What is weight decay?	L2 regularization on the weights.<br>\(E_j = E_{j-1} + \lambda \sum_i^n w_i^2\)
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Display all unmerged branches"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git branch --no-merged </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Display all branches and their last commit"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git branch -v </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Delete a branch &lt;branchName&gt;"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git branch -d branchName </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Delete an unmerged branch &lt;branchName&gt;"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git branch -D branchName </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Delete on remote &lt;origin&gt; a locally deleted branch &lt;branchName&gt;"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git push origin :branchName </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Rebase a branch &lt;branchName&gt; to &lt;master&gt;"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1 2</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git checkout branchName git rebase master </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Go to the commit &lt;hash&gt; and discard present ones"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git reset <span style=""color: #008000"">hash</span> </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"<h5>💻 Computer Science</h5>  <div style=""text-decoration: underline""></div> <div><u>Git</u>:</div>Reset and modify the file system"	"<center><table class=""highlighttable""><tbody><tr><td><div class=""linenodiv"" style=""background-color: #f0f0f0; padding-right: 10px""><pre style=""line-height: 125%"">1</pre></div></td><td class=""code""><div class=""highlight"" style=""background: #f8f8f8""><pre style=""line-height: 125%"">git reset --hard </pre></div> </td></tr></tbody></table></center>  <br/><br/> <span style=""font-size: 12px""></span> <br/><br/>  "
"What is a <b>Hourglass </b>module from ""<u>Stacked Hourglass Networks for&nbsp;</u><u>Human Pose Estimation</u>""?"	"A <b>U-Net </b>like network to do <b>segmentation</b> that downsample the image using <b>max-pooling &amp; strided convs</b>, then upsample the bottleneck with <b>nearest-neighbours upsampling</b>.<div><br></div><div>There are shortcuts with <b>pointwise convolutions</b>.</div><div><br></div><div>It is ended by two pointwise convolutions to produce the <b>prediction heatmap</b>.</div><div><br></div><div><img src=""paste-88c175dbf094ed1cc6e9a0259221e94391cd929e.jpg""><br></div>"
"What are the <b>stacked Hourglass </b>networks from ""<u>Stacked Hourglass Networks for Human Pose Estimation</u>""?"	"<b>Consecutive</b> hourglass networks with <b>non-shared weights.&nbsp;</b><div><br></div><div><b>Each intermediary hourglass network has a loss</b> comparing to the ground-truth.</div><div><br></div><div>Each <b>refines the prediction heatmap </b>of the previous hourglass network.</div><div><br></div><div><img src=""paste-d1735c7cf6d1a48d4b63bb594012df4af27fe2e5.jpg""><br></div>"
"What is the <b>loss of the hourglass networks</b> in ""<u>Stacked Hourglass Networks for Human Pose Estimation</u>""?"	<b>Mean Squared Error </b>(MSE) comparing to the ground-truth heamap.
"What is the ground-truth heatmap in ""<u>Stacked Hourglass Networks for Human Pose Estimation</u>""?"	Heatmap of zeros everywhere, but with <b>2D gaussian</b>&nbsp;(with std of 1px) <b>centered on the joint location</b>.
What are the <b>2 drawbacks of Anchor Boxes</b> in object detection?	Anchors&nbsp;<b>rarely fit perfectly</b>&nbsp;ground-truth boxes, thus a <b>very large set of anchors is needed </b>(40k in DSSD, 100k in RetinaNet).<div><br></div><div>It has <b>many hyperparameters</b>&nbsp;to be configured, such as grid size &amp; aspect ratio.</div>
What is the architecture of <b>RetinaNet</b>?	"A <b>ResNet </b>backbone, a <b>Feature Pyramid Network</b>&nbsp;(FPN) for scale invariance, <b>anchors</b>&nbsp;for each FPN level, and two <b>Fully Convolutional Networks </b>(FCN) for classification &amp; regression.<div><br></div><div><img src=""paste-4626bbc5063cb4085a6e3fac5e3d80d309b6b641.jpg""><br></div>"
What is the <b>Smooth L1 loss</b>&nbsp;used for?	Loss for <b>box regression</b>&nbsp;in object detection algorithms.&nbsp;
What is the <b>Smooth L1 loss </b>formula?	"With \(x\) the L1 distance between two vectors:<div><br></div><div>\(\begin{cases} 0.5 x^2 &amp; \left|x\right| \lt 1 \\ \left|x\right|&nbsp;&amp; \text{otherwise} \\ \end{cases}\)</div><div><br></div><div><img src=""paste-3f1a68d1b4d3a11a446a2047a9309412dd08e679.jpg""><br></div>"
What is <b>CornerNet</b>?	An&nbsp;<b>object detection</b>&nbsp;architecture, <b>one-stage</b>, that predict the <b>top-left &amp; bottom-right corners</b>&nbsp;of objects <b>without anchors</b>.
What is the <b>backbone of CornerNet</b>?	A<b> stacked Hourglass</b>&nbsp;network, made of <b>2 modified</b>&nbsp;hourglasses.
What is the <b>architecture </b>of <b>CornerNet </b>after its stacked hourglass backbone?	"For each corner (<i>top-left</i>, <i>bottom-right</i>):<div><br></div><div><img src=""paste-d6942906ff28ce7fba99553fbec135453f9c5103.jpg""><br></div>"
How does <b>CornerNet</b>&nbsp;<b>group</b> the top-left &amp; bottom-right corners <b>together</b>?	It produces a <b>1d embedding</b>&nbsp;for each corner.<div><br></div><div>A <b>pull loss</b>&nbsp;forces the network to <b>group corners pairs.</b></div><div><b><br></b></div><div>A <b>push loss</b>&nbsp;forces the network to <b>separate</b>&nbsp;the other <b>corners</b>.</div>
Why does <b>CornerNet</b>&nbsp;produces <b>offsets</b>?	Its backbone outputs a feature maps of <b>smaller</b>&nbsp;than the image. There is thus a <b>loss of precision</b>&nbsp;when <b>rescaling the corners locations to the original image size</b>.
What is the <b>ground-truth offsets</b>&nbsp;for <b>CornerNet</b>?	"<img src=""paste-f36a5fa330ca2e2b8edefec15c98939ad29546b2.jpg"">"
What is the <b>offsets loss </b>for <b>CornerNet</b>?	A <b>Smooth L1 </b>loss.
What is the goal of&nbsp;<b>Corner Pooling</b>&nbsp;in <b>CornerNet</b>?	"Because <b>a corner cannot be based on local evidence</b>:<div><br></div><div><img src=""paste-87374e2991e4a5837fd81553748f2c849d8a0c17.jpg""><br></div><div><br></div><div>Thus we need to <b>see between the corners</b>.</div>"
What is <b>Corner Pooling</b>?	"Set pixels to <b>their max in the orthogonal directions</b>, <b>max-pool </b>them, and <b>add</b> the two directions together:<div><br></div><div><img src=""paste-7c78a6d2dc8d9e5e3bbf8318f3c236e12ce789ea.jpg""><br></div>"
What is <b>Gradual Tuning</b>?	For <b>transfer learning</b>, retrain only the <b>last layers</b>, then <b>gradually retrain</b>&nbsp;<b>earlier layers</b>.
What is <b>Gradient Reversal Layer</b>?	"A layer is <b>identity during forward </b>and <b>identity times a negative constant during backpropagation</b>.<div><br></div><div>It forces the features extractor to <b>maximize </b>the loss of the domain classifier.<br><div><br></div><div><img src=""paste-b3cb70ed405b26e7b4aed5fc779cbfe68f22ac75.jpg""><br></div></div>"
What is <b>Gradient Reversal Layer</b>&nbsp;for?	To train a <b>features extractor </b>to be <b>domain invariant</b>.
What is the <b>Lottery Ticket Hypothesis</b>?	That large networks train better than smaller networks, because they <b>contains small sub-networks</b>&nbsp;that have <b>good connections &amp; initialization weights</b>.
What is the <b>Weakly supervised ranking loss </b>for?	A <b>modification of the triplet loss</b>, with <b>definite negatives</b>&nbsp;and <b>potential positives</b>.
What is the <b>Weakly supervised ranking loss</b>&nbsp;formula?	Given a <b>query image </b>\(q\), several <b>potential positives </b>\(p^q_i\) and <b>definite negatives </b>\(n^q_j\):<div><br></div><div>\(L = \sum_j \max(0, \min_i d^2(q, p^q_i) + m - d^2(q, n^q_j))\)</div>
"What is the goal of ""<u>Open Set Domain Adaptation by Backpropagation</u>""?"	"<b>Domain adaptation </b>to a target set after training on a source set. The target set can contains <b>unknown classes</b>.<div><br></div><div><img src=""paste-c71feb4b0ea4fc6026951860ae5aaacaf9e45685.jpg""><br></div>"
"What is the <b>loss formula </b>in ""<u>Open Set Domain Adaptation by Backpropagation</u>""?&nbsp;"	"<div>Classifier predicts <b>K+1 classes</b>&nbsp;including the <b>unknown class</b>.</div><div><br></div><div><b>Binary cross-entropy </b>on the unknown class softmax probability that must match a fixed target.</div><div><br></div><div>Flip of the gradient with a&nbsp;<b>Gradient Reversal Layer</b>&nbsp;for the target set.</div><div><br></div><img src=""paste-2eb68089cc225f02335446117a6b34bcba7d13cd.jpg"">"
What is <b>least square </b>method?	\(\text{min} \, \lVert Ax - b \rVert^2_2\)<div><br></div><div>\(A \in R^{mxn}, b \in R^m, x \in R^n\)</div>
What is a <b>linear program</b>?	\(\text{min} \, c^Tx\)<div>\(\text{with} \, a_i^Tx \le b_i \, i = 1, ..., m\)</div><div><br></div><div>\(c, a_i, x \in R^n\)</div><div><br></div><div>Note that \(c^Tx\) can be seen as \(c_1 x_1 + ... + c_n x_n\).</div>
What is a <b>quadratic program</b>?	\(\text{min} \, \lVert Fx - g \rVert^2_2\)<div>\(\text{with} \, a_i^Tx \le b_i \, i = 1, ..., m\)</div>
What is a <b>affine set</b>?	Elements that can be defined with the <b>affine combination</b>&nbsp;of two distincts points of the set:<div><br></div><div>\(x = \theta x_1 + (1 - \theta) x_2\)</div>
What is a <b>convex set</b>?	"A set of elements where there is <b>always a line segment between any two points</b>&nbsp;of the set.<div><br></div><div><img src=""paste-6e475d17b59c4a3308fe509e42ea8667ef18856e.jpg""><br></div>"
What is <b>convex combination</b>?	\(x = \theta_1 x_1 + ... + \theta_k x_k\)<div>\(\text{with} \, \theta_1 + ... + \theta_k = 1 \, \text{and} \, \theta_i \ge 0\)</div>
What is a <b>convex hull</b>?	"It is the <b>smallex convex set</b>&nbsp;that contains a set of points C.<div><br></div><div>\(\text{conv}C = \{\theta_1 x_1 + ... + \theta_k x_k \, | \, x_i \in C, \theta_i \ge 0, \sum_k \theta_k = 1\}\)</div><div><br></div><div><img src=""paste-8562ae9bf873e03280db251e5ebfdd87d3a19551.jpg""><br></div>"
What is a <b>convex cone</b>?	"The set that contains the <b>conic combinations </b>of \(x_1\) and \(x_2\):<div><br></div><div>\(x = \theta_1 x_1 + \theta_2 x_2\)</div><div>\(\text{with} \, \theta_1 \ge 0, \theta_2 \ge 0\)</div><div><br></div><div><img src=""paste-1d362be57e5fed59de88c4e754bb508738d21984.jpg""><br></div>"
What is an <b>hyperplane</b>?	"It is the set of the form:<div><br></div><div>\(\{x \, | \, a^tx = b\} \, a \ne 0 \)</div><div><br></div><div>It is <b>affine</b>&nbsp;and <b>convex</b>.</div><div><br></div><div><img src=""paste-ce79089d4031a15826a889075ff121afe9daa0f3.jpg""><br></div>"
What is a <b>conic hull</b>?	"It is the <b>smallest convex cone</b>&nbsp;that contains \(C\).<div><br></div><div><img src=""paste-ca61a2c4349256532c354294c6f9ba48ca985807.jpg""><br></div>"
What is a <b>halfspace</b>?	"It is a set of the form:<div><br></div><div>\(\{x \, | \, a^tx \le b \} \, a \ne 0\)</div><div><br></div><div>It is <b>convex</b>.</div><div><br></div><div><img src=""paste-596a1c283add91f4053b0572eee485f3601ca286.jpg""><br></div>"
What is an <b>ellipsoid</b>&nbsp;formula?	"\(\{x \, | \, (x - x_c)^T P^{-1} (x - x_c) \le 1\}\)<div><br></div><div>With \(P\) <b>symetric positive definite</b>.</div><div><br></div><div><img src=""paste-ff188b1af3b3a026c0402ad5f20b2d689018c70d.jpg""><br></div>"
What is a <b>norm ball </b>formula?	\(\{x \, | \, \lVert x - x_c \rVert \le r\}\)<div><br></div><div>It is <b>convex</b>.</div>
What is a <b>norm cone </b>formula?	"\(\{(x, t) \, | \, \lVert x &nbsp;\rVert \le t\}\)<br><div><br></div><div>It is <b>convex</b>.</div><div><br></div><div><img src=""paste-26e33d82706e407e4d217a0b215ed856436a2447.jpg""><br></div>"
What is a <b>polyhedra</b>?	"A solution set of finitely many linear equalities &amp; inequalities.<div><br></div><div>\(Ax \le b \,\, Cx = d\)</div><div><br></div><div><b>Intersection of a finite number of halfspaces &amp; hyperplanes</b>.</div><div><br></div><div><img src=""paste-aeaca9a58d02cc5a0bdc315dd7044ec12482a176.jpg""><br></div>"
What is a <b>proper cone</b>?	"It is a <b>convex cone</b>&nbsp;\(K \in R^n\) where:<div><br></div><div>K is <b>closed</b>&nbsp;(contains its boundary).</div><div>K is <b>solid </b>(has no empty interior).</div><div>K is <b>pointed </b>(contains no line, i.e. \(x \in K, -x \in K \implies x = 0\))</div><div><br></div><div>Example:</div><div><br></div><div>Cone not pointed:</div><div><br></div><div><img src=""1024px-DoubleCone.png""><br></div><div><br></div><div><br></div><div>Cone pointed:</div><div><br></div><div><img src=""Circular-pyramid.png""><br></div>"
What is the <b>separating hyperplane theorem</b>?	"There is always a <b>separating hyperplane</b>&nbsp;between <b>two disjoint convex sets</b>.<div><br></div><div>\(\{x \, | \, a^Tx = b\}\)</div><div><br></div><div><img src=""paste-76a480eca9664d19be4408f5edc108984ac1304b.jpg""><br></div>"
What is the <b>supporting hyperplane theorem</b>?	"If a set is <b>convex</b>&nbsp;there is a <b>supporting hyperplane</b>&nbsp;at every <b>boundary point</b>&nbsp;of the set.<div><br></div><div><br></div><div>On the following example, there are no supporting hyperplanes at several boundary points.</div><div><img src=""paste-66b22376d7eae17bdff7e4a86721a185d06e875e.jpg""><br></div>"
What is a <b>dual cone</b>?	"The <b>dual of a cone</b>&nbsp;\(K\) is:<div><br></div><div>\(K^* = \{y \, | \, y^Tx \ge 0 \, \text{for all} \, x \in K\}\)</div><div><br></div><div>\(K^*\) is <b>always convex</b>&nbsp;even if \(K\) is not.</div><div><br></div><div><i>It can be seen as the ensemble of the vectors that have an angle inferior to 90deg.</i></div><div><i><br></i></div><div><img src=""paste-3f606da8221ad211f075ce4ebd7b248c33d004e5.jpg""><i><br></i></div>"
In ocvx, what is a <b>minimum element</b>?	"\(x\) is a <b>minimum element</b>&nbsp;of \(S\) iif for all \(\lambda &gt; 0\), \(x\) is a the <b>unique </b>minimizer of \(\lambda^Tz\) over \(S\).<div><br></div><div><img src=""paste-288fbf63f93ed731c65cdde8b091533d981dce3c.jpg""><br></div>"
In ocvx, what is a <b>minimal element</b>?	"If \(x\) minimizes \(\lambda^Tz\) over \(S\) for some \(\lambda &gt; 0\), the \(x\) is minimal.<div><br></div><div><img src=""paste-b8ea1be022c85dc00701fd481a10c89749eb3ced.jpg""><br></div>"
What is <b>Lowshot with imprinted weights</b>?	"Convnet + classifier.<div><br></div><div>The <b>weights</b> of the classifier corresponding to <b>new classes</b> are the <b>features extracted by the convnet</b> on the samples from the new classes.&nbsp;</div><div><br></div><div><img src=""paste-b5d94c620dc8c6657ec50c7b58bd04462bf7fc2d.jpg""><br></div>"
Why the <b>extracted features</b>&nbsp;can act as <b>weights</b>&nbsp;in <b>Lowshot with imprinted weights</b>?	"<div>The existing weights \(w_i\) &amp; the extracted features \(\phi(x)\) are <b>forced to be similar</b> using <b>inner product</b>.</div><div><br></div><img src=""paste-189f62adc73636df02174723dd9935e0390cfff8.jpg""><br><div><br></div><div>Because both \(w_i\) and \(\phi(x)\) are <b>L2 normalized</b> (like in <i>cosine normalization</i>), \(w_i^T \phi(x)\) will be <b>maximised to 1 when their angle is 0</b> (\(cos(0) = 1\)), i.e. when the weights &amp; features are the <b>most similar</b>.</div>"
What is the <b>orthogonal projection</b>&nbsp;onto a line?	"<div>The orthogonal projection of the vector \(x\) onto \(y\) results in \(z\):</div><div><br></div><div>\(z = \frac{x \cdot y}{y \cdot y}y\)</div><div><br></div><img src=""paste-bfecf1b9283cbd459b8aa305f4e7ead36ddaeffc.jpg"">"
What is a <b>symmetric matrix</b>?	"A matrix<b> equal to its transpose</b>.<div><br></div><div><img src=""paste-6cc73dbf479de0b8fe31d020b5b5d109025b0ece.jpg""><br></div>"
What is a <b>minor</b>&nbsp;in linear algebra?	"A&nbsp;<b>minor</b> of a matrix A is the <b>determinant of some smaller square matrix</b>, cut down from A by removing one or more of its rows or columns.<br><div><br></div><div><img src=""paste-7a3af0df0e3fe66a0f92a26f91df4833af31de2c.jpg""><br></div><div><br></div><div>They are required to compute the matrix <b>cofactors</b>&nbsp;used in the <b>inverse</b>&nbsp;of a matrix.</div>"
What is a matrix <b>positive definite</b>?	Equivalently:<div><br></div><div>A matrix \(A\) where for all \(z \in R^n\): \(z^TAz \gt 0\)</div><div>All <b>eigen values</b> of the matrix are positive.</div><div>All <b>leading principal</b>&nbsp;<b>minors</b> of the matrix are positive.</div>
What are the&nbsp;<b>principal minors </b>of a matrix?	The minors where \(i = j\).<div><br></div><div>Note that a minor \(M_{12}\) is the determinant of the matrix without the first row and the second column.</div>
What is a <b>concave function</b>?	"A function \(f\) is <b>concave</b> is \(-f\) is <b>convex.</b><div><b><br></b></div><div><img src=""paste-f2e6be9ce9e0beda6617103654c36b19363b8f90.jpg""><b><br></b></div>"
What is a matrix <b>positive semidefinite</b>?	Equivalently:<div><br></div><div>A matrix \(A\) where for all \(z \in R^n\): \(z^TAz \ge 0\)</div><div>All&nbsp;<b>eigen values</b>&nbsp;of the matrix are non-negative.</div><div>All<b>&nbsp;principal</b>&nbsp;<b>minors</b>&nbsp;of the matrix are non-negative.</div>
What is the <b>duality </b>in optimization theory?	"<strong>Duality</strong> means that optimization problems may be viewed from either of two perspectives:<div><br></div><div>The <b>primal</b> problem or the <b>dual</b> problem.</div><div><br></div><div>The solution to the dual problem provides a <b>lower bound</b> to the solution of the primal (minimization) problem.<br></div><div><br></div><div><i>Example</i>: The primal problem is to minimize a function \(f\), then the dual problem is to maximize a function \(-f\).</div><div><br></div><div><img src=""paste-80b7f0114a524725699bdf47ababc3091d23a497.jpg""><br></div>"
How to use the <b>method of Lagrange multipliers</b>&nbsp;to solve a optimization problem of a function with an equality constraint?	"<div>Suppose we want to minimise a function \(f\) with an equality constraint \(g(x) = 0\).</div><div><br></div><div>We create the function \(L(x, \lambda) = f(x) + \lambda g(x)\).<br><br>We then search for all solutions \(x\), \(\lambda\) satisfying \(\nabla L(x, \lambda) = 0\).</div><div><br></div><div>Among those solutions are maximums, and minimums. We keep only the minimums.</div><div><br></div><img src=""paste-6ada68d50766fdb1bb807bba9683555ccbff6b02.jpg"">"
How to use the&nbsp;<b>method of Lagrange multipliers</b>&nbsp;to solve a optimization problem of a function with an inequality constraint?	"Same as with <b>equality constraints</b>, but there is an additonal constraint on the Lagrange multiplier \(\lambda\):<div><br></div><div><img src=""paste-c9541890462e05cc56074c4406ee2d757f58271b.jpg""><br></div>"
What is the <b>analytical </b>version of the <b>SVM optimization</b>&nbsp;problem?	"We want to maximize the margin \(m = \frac{2}{\Vert w \Vert}\).<div><br></div><div><img src=""paste-fbfb96d5b50b6462bc15bc45e1e622916a265f9b.jpg""><br></div><div><br></div><div>With the <b>lagrangian</b>:</div><div><br></div><div><img src=""paste-0ded75465155958419318f5f03389e2cfb705c8e.jpg""><br></div>"
Explain how to <b>maximize the margin \(m\) </b>in a <b>SVM</b>.	"<img src=""paste-c220a0278272949c809c20af0b708d223597a973.jpg""><br><div><img src=""paste-7aba671a7d33dde607b11466f09e923c7072f448.jpg""><br></div><div><img src=""paste-ea272172ed74a03b90b596753bc2008a9661bc2f.jpg""><br></div>"
What are <b>disjoint sets</b>&nbsp;in set theory?	\(A \cap B = \emptyset\)
What is a <b>partition</b>&nbsp;in set theory?	A grouping of the set's elements into non-empty subsets, in such a way that every element is included in one and only one of the subsets.<br><br><i>Example</i>:<br>\(A = \{1, 2, 3, 4\}\)<div>\(\text{Partition of} \, A = \{\{1, 2\}, 3, 4\}\)</div>
What is a <b>cartesian product </b>in set theory?	"<img src=""cartesian1.svg""><div><br></div><div><img src=""paste-9adb2f92579ca5b4e95b57c1b23c810b5bf52f70.jpg""><br></div>"
What is a <b>power set</b>&nbsp;in set theory?	"<b>The power set</b>&nbsp;of any set <i>S</i> is the <b>set of all subsets of <i>S</i></b>, including the empty set and S itself.<br><div><br></div><div><i>Example</i>:</div><div><br></div><div>\(A = \{1, 2, 3\}\)</div><div><img src=""paste-24d6ab518f7b499c3e11cde72ef6ce1ee35b1d60.jpg""><br></div><div><br></div>"
What is <b>cardinality</b>&nbsp;in set theory?	"<img src=""paste-850055804b97ba172c9c422ed346fe1ab8b45d8a.jpg"">"
What is the <b>output dimension</b>&nbsp;of a 2d <b>convolution</b>?	\(W_o = (W_i - K + 2P) / S + 1\)<div><br></div><div>With \(W_o\) and \(W_i\) the output and input dimension.</div><div>\(K\) the kernel size, \(P\) the padding, and \(S\) the stride.</div>
What is the <b>Hinge Loss</b>&nbsp;formula used by SVMs?	\(H(t, y) = \text{max}(0, 1 - t \cdot y)\)<div><br></div><div>Where \(t\) is the target, either -1 or 1.</div><div>And \(y\) the result of \(w \cdot x + b\).</div><div><br></div><div>It can be seen that when <b>\(t\) and \(y\) have the same sign</b> (meaning \(y\) predicts the right class) the <b>hinge loss is minimal</b>. With opposite sign it is maximal.</div>
"What is the goal of ""<u>Multi-Adversarial Domain Adaptation</u>""?"	"Make the <b>features extractor indiscriminative</b> to the source &amp; target domain.<div><br></div><div>But only <b>pairwise by categories</b>.</div><div><br></div><div><i>i.e. ""dog"" of target should be close to ""dog"" of source, and ""cat"" of source should be close to ""cat"" of target.</i></div><div><i><br></i></div><div><img src=""paste-1a0790715c431b5c680414ee8640b9fb8e546b2c.jpg""><i><br></i></div>"
"What is the architecture described in ""<u>Multi-Adversarial Domain Adaptation</u>""?"	"<div>Shared features extractor.</div><div>A classifier for the source domain.</div><div><br></div><div>One <b>domain classifier</b> (<i>source vs target</i>) <b>for each category</b>.</div><div>The features given to the domain classifiers is <b>weighted by their probability</b>.</div><div><br></div><div><b>Gradient reversal layer</b> for all domain classifiers.</div><div><br></div><img src=""paste-d124560b6a6948486c1cf8821d3111e3e4fdf75d.jpg"">"
"What is the goal of ""<u>Omnia Faster-RCNN</u>""?"	"Being able to <b>exploit several datasets by</b> <b>merging them</b>.<div><br></div><div>It improves the definition of what <b>background</b>&nbsp;is, since categories from one dataset can be only background for another.</div><div><br></div><div><i>Here a Modanet Faster-RCNN (top row) will see clothing everywhere and not be able to see ""person"" while Omnia (bottom row) is improved by its merging with OpenImages.</i></div><div><img src=""paste-b6eb1ac789f58a5393402fea5a46a85ff1969ed0.jpg""><br></div>"
"What is the goal of ""<u>Adaptive Semantic Segmentation with a strategic curriculum of proxy labels</u>""?"	To learn a <b>segmentation</b> on <b>unlabeled target domain</b> using <b>labeled source domain</b>.
"What is the <b>architecture</b> of ""<u>Adaptive Semantic Segmentation with a strategic curriculum of proxy labels</u>""?"	"<div><b>Shared convnet encoder</b>.</div><div>Two differents branches predict a segmentation.</div><div>If <b>they disagree</b>, it means the at least <b>one of them is wrong</b>, and the <b>gradient won't be backpropagated</b>.</div><div><br></div><img src=""paste-1b1a9fc2e4041f3a11d1181cb3cc9bac4c9d5810.jpg"">"
"What is the <b>curriculum </b>in ""<u>Adaptive Semantic Segmentation with a strategic curriculum of proxy labels</u>""?"	"Source &amp; target images are sampled randomly.<div><br><div>A segmentation map is produced by each branch, <b>the gradient is not backpropagated when the branches disagree on a pixel</b>.</div><div><br></div><div>It uses the concept of <b>self-training</b>, since we don't have labels on the target domain.</div><div><br></div><div>At first, most target images are not used as their are harder (<b>target easy mining</b>).</div><div><br></div><div><img src=""paste-1b1a9fc2e4041f3a11d1181cb3cc9bac4c9d5810.jpg""><br></div><div><br></div><div>At the end, very-well classified pixels on the source domain are not used to avoid being overwhelmed from them (<b>source hard mining</b>).</div></div>"
"How does the authors in ""<u>Adaptive Semantic Segmentation with a strategic curriculum of proxy labels</u>"" <b>avoid the two prediction branches to learn similar weights</b>?"	Each branch is <b>initialized with a different random seed</b>.<div><br></div><div>A <b>cosine similarity</b> (\(w_1 \cdot w_2\)) between the two branches is used as a <b>regularization factor</b>.</div>
"What is the <b>goal</b>&nbsp;of ""<u>WELDON</u>""?"	To predicts <b>relevant image regions</b> (like an object detector) using only <b>image-level annotations</b>.<div><br></div><div><i>i.e. by learning that in an image, there is a cat, it may find the most probable image's regions where the cat could be located.</i></div>
"What is the <b>architecture </b>of ""<u>WELDON</u>""?"	"<div>A features extractor.</div><div>A <b>transfer layer</b>&nbsp;where the feature maps spatial dimensions are reduced, each new spatial positive is a <i>region<b>.</b></i></div><div>A <b>pointwise convolution </b>that produces a channel dimensions for each class \(C\).</div><div><br></div><div>A <b>spatial pooling</b>&nbsp;that <b>sums the top \(k\) regions and the low \(k\) regions</b>.</div><div><br></div><img src=""paste-d15fc7f5db7cf778e3980f9ee0cb8f1fd0cf6614.jpg"">"
What is a&nbsp;<b>mode</b>?	"The mode of a set of data values is the <b>value that appears most often</b>.<br><div><br></div><div><img src=""paste-b5d472d4567d83c8f343908c97fdf1fdd9605dc2.jpg""><br></div>"
<b><span class=cloze>[...]</span></b>&nbsp;is a decision rule used in artificial intelligence for <i>mini</i>mizing the possible loss for a worst case (<i>max</i>imum loss) scenario.	"<b><span class=cloze>Minimax</span></b>&nbsp;is a decision rule used in artificial intelligence for <i>mini</i>mizing the possible loss for a worst case (<i>max</i>imum loss) scenario.<br><br> <img src=""paste-17de5929206b447202535ae3b8909475acd872bd.jpg"">"
